,F,NEPkid,MDLF,eta_circuit,W_F_spec,NEFD_line,NEFD_continuum,Pkid,pwv,EL
138,289808576433.19745,5.991009301012415e-18,2.0117764619765569e-19,0.11369797193702749,631054876.1809143,7.258470098595344e-27,3.629235049297672e-27,3.983735459674719e-14,0.5,60.0
139,290111681213.21014,8.145466530837653e-18,1.9595952403513375e-19,0.15856471151726115,756573296.1260529,5.897227253394982e-27,2.948613626697491e-27,6.98932583806579e-14,0.5,60.0
140,290816224497.6996,6.271870287402843e-18,1.818604788274137e-19,0.13206309736668187,616016847.8713509,6.721686243558088e-27,3.360843121779044e-27,4.364029142338457e-14,0.5,60.0
141,291226781994.0552,8.599708654686475e-18,1.3799321584098116e-19,0.23912398394045017,645732789.2019345,4.8656110874993946e-27,2.4328055437496973e-27,7.716615457340316e-14,0.5,60.0
142,292232978004.74567,6.976791504180069e-18,1.6998594490010466e-19,0.15857980192354076,615633679.3251271,6.286705834814412e-27,3.143352917407206e-27,5.1978274174599295e-14,0.5,60.0
143,292851856686.7291,4.662405912805792e-18,2.8959876490500928e-19,0.06289588027658148,562654370.6311741,1.1718917718950398e-26,5.859458859475199e-27,2.433342732168377e-14,0.5,60.0
144,293202282801.5111,6.1707709755521704e-18,4.935979192887351e-19,0.04914055569381307,1196067446.5376647,9.396154439361794e-27,4.698077219680897e-27,4.053026918680489e-14,0.5,60.0
145,293304012179.159,9.048351274603182e-18,1.2732322182137504e-19,0.28116960973890687,556544617.146759,5.208829349143842e-27,2.604414674571921e-27,8.363679515846142e-14,0.5,60.0
146,294144405040.24207,7.386270613882349e-18,2.3048156954436456e-19,0.12594494351808977,813992136.2569102,6.446863721529485e-27,3.2234318607647423e-27,5.853740372484828e-14,0.5,60.0
147,294405564413.2714,7.898185325340628e-18,2.5414963332900255e-19,0.12230164664376444,1033060211.0220261,5.601396931697246e-27,2.800698465848623e-27,6.742062120842027e-14,0.5,60.0
148,295549553747.6449,6.253951905536273e-18,2.811887990092876e-19,0.0880807448721918,936761496.6147588,6.834417123667024e-27,3.417208561833512e-27,4.3233873820785815e-14,0.5,60.0
